W,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0
-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1823730606660022e-255,1.3341051999176509e-152
-6.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6263491901471875e-242,2.984790675126428e-142
-6.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575364697957682e-229,2.7946045141892173e-132
-6.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.190986935326785e-216,1.0949914768514796e-122
-6.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87035942847e-313,1.488598517493654e-203,1.795507906405943e-113
-6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.864991794587094e-298,1.786431997124883e-191,1.2321239091617688e-104
-6.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.178720863092239e-283,8.97173968302484e-180,3.5385057647960473e-96
-6.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.243082327284676e-269,1.8855937160314569e-168,4.253033114164724e-88
-6.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.804828225899333e-255,1.6584443046176218e-157,2.139531473151683e-80
-6.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3508555889618625e-241,6.104288103429665e-147,4.505378724522726e-73
-6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.398724759263556e-228,9.402657426234564e-137,3.9722153299451745e-66
-6.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0563039247342696e-215,6.061049679321473e-127,1.4669044195585637e-59
-6.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.619146660525e-311,5.206428291178357e-203,1.635034989711881e-117,2.270751457408551e-53
-6.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6103587531005342e-296,5.516629002234101e-191,1.845817952882992e-108,1.4755255602330836e-47
-6.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.702554300746034e-282,2.446183363318656e-179,8.720361044114239e-100,4.0350414905011947e-42
-6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16745271267065e-267,4.539266281011644e-168,1.7241143003893681e-91,4.665223076563636e-37
-6.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.509803142397919e-254,3.5250386330387886e-157,1.4265524498090012e-83,2.298735175290848e-32
-6.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5958583571762053e-240,1.145576105547939e-146,4.939775638141745e-76,4.8907275992439195e-28
-6.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3137805321739816e-227,1.5579961108244084e-136,7.158777403085453e-69,4.580407035144502e-24
